id;url;title;price;price_per_sqm;latitude;longitude;address;surface;rooms;heating_type;floor;rent;property_status;property_type;property form;freeFrom;sellerType;additional information;construction_year;building_type;distance_school;has_school_nearby;distance_park;has_park_nearby;distance_transport;has_transport_nearby;distance_supermarket;has_supermarket_nearby;distance_hospital;has_hospital_nearby;distance_restaurant;has_restaurant_nearby;distance_gym;has_gym_nearby;distance_mall;has_mall_nearby;accessibility_score;facility_count;accessibility_label
IDDBRy;https://www.storia.ro/ro/ofărăa/2-camere-13-septembrie-razoare-bloc-anvelopat-posibilitate-centrală-IDDBRy;2 camere 13 Septembrie-Razoare | Bloc anvelopat| Posibilitate centrală;96000.0;1684.0;44.4222997;26.0705486;13 Septembrie, Sectorul 5, Bucuresti;57.0;;centralizată;parter;fără informații;gata de utilizare;locuință utilizată;fără informații;fără informații;agenție;beci bucătărie  separată;1988;clădire de apartamente;318;1;126;1;23;1;200;1;249;1;614;1;563;1;83;1;100;8;Excellent - Everything you need within walking distance
IDCBlX;https://www.storia.ro/ro/ofărăa/calea-sagului-1-cam-etajul-1-aproape-de-shopping-city-IDCBlX;Calea Sagului - 1 cam- etajul 1 - aproape de Shopping City;54900.0;2033.0;45.7326253;21.2133128;Calea Sagului, Timisoara, Timis;27.0;;centralizată;1;fără informații;fără informații;locuință utilizată;fără informații;fără informații;agenție;balcon bucătărie  separată;1980;bloc;286;1;417;1;25;1;55;1;343;1;530;1;114;1;347;1;100;8;Excellent - Everything you need within walking distance
IDDMO6;https://www.storia.ro/ro/ofărăa/apartament-2-camere-650m-metrou-lujerului-cetatuia-m21-proprietar-IDDMO6;Apartament 2 camere - 650m Metrou Lujerului, Cetatuia M21 - proprietar;81000.0;2077.0;44.4354305;26.0171063;Militari, Sectorul 6, Bucuresti;39.0;;fără informații;9;fără informații;fără informații;locuință utilizată;fără informații;fără informații;agenție;fără informații;;;211;1;167;1;199;1;296;1;157;1;383;1;248;1;313;1;100;8;Excellent - Everything you need within walking distance
IDBgq2;https://www.storia.ro/ro/ofărăa/apartament-mobilat-cu-2-camere-renovat-integral-complexul-studentesc-IDBgq2;Apartament mobilat cu 2 camere renovat integral | Complexul Studentesc;104999.0;1909.0;45.7412047;21.2560664;Calea Buziasului, Timisoara, Timis;55.0;;centrală pe gaz;0;fără informații;gata de utilizare;locuință utilizată;fără informații;fără informații;agenție;bucătărie  separată;1982;;783;1;436;1;207;1;126;1;1049;1;797;1;235;1;197;1;97;8;Excellent - Everything you need within walking distance
IDDIaj;https://www.storia.ro/ro/ofărăa/apartament-renovat-floreasca-compozitori-IDDIaj;APARTAMENT RENOVAT | FLOREASCA COMPOZITORI;124990.0;3125.0;44.4627122;26.1030596;Strada Ludwig Van Beethoven, Floreasca, Sectorul 2, Bucuresti;40.0;;centralizată;3;fără informații;fără informații;locuință utilizată;fără informații;fără informații;agenție;bucătărie  separată;1960;clădire de apartamente;146;1;55;1;313;1;393;1;691;1;821;0;334;1;297;1;97;7;Excellent - Everything you need within walking distance
IDDBRu;https://www.storia.ro/ro/ofărăa/apartament-3-camere-decomandat-l-mobilat-i-utilat-l-dimitrie-leonida-IDDBRu;Apartament 3 camere decomandat l Mobilat ?i Utilat l Dimitrie Leonida;107000.0;1754.0;44.3717168;26.1490542;Strada Amurgului, Popesti Leordeni, Ilfov;61.0;;centralizată;parter;fără informații;gata de utilizare;locuință utilizată;fără informații;fără informații;agenție;balcon bucătărie  separată;2016;bloc;108;1;65;1;529;0;206;1;297;1;99;1;299;1;148;1;93;7;Excellent - Everything you need within walking distance
IDCBkT;https://www.storia.ro/ro/ofărăa/vand-apartament-3-camere-zona-centrală-IDCBkT;Vand apartament 3 camere zona centrală;69000.0;1030.0;47.74362379999999;26.6645281;Centru, Botosani, Botosani;67.0;;fără informații;3;fără informații;fără informații;locuință utilizată;fără informații;fără informații;agenție;fără informații;1997;;166;1;87;1;99;1;150;1;21;1;182;1;274;1;56;1;100;8;Excellent - Everything you need within walking distance
IDD8wd;https://www.storia.ro/ro/ofărăa/efy-residence-ro-direct-dezvoltator-parcare-bonus-IDD8wd;.Efy-Residence.ro Direct Dezvoltator Parcare Bonus;94036.0;1479.0;44.4081583;26.191115;Theodor Pallady, Sectorul 3, Bucuresti;63.6;;centrală pe gaz;parter;fără informații;fără informații;locuință utilizată;drept de proprietate;2025-05-21;agenție;balcon;2025;clădire de apartamente;586;1;716;1;61;1;473;1;235;1;1165;0;885;1;835;1;100;7;Excellent - Everything you need within walking distance
IDDMO4;https://www.storia.ro/ro/ofărăa/apartament-decomandat-de-vanzare-59-utili-balcon-pod-zona-dioda-sibiu-IDDMO4;Apartament decomandat de vanzare 59 utili balcon pod zona Dioda Sibiu;98000.0;1661.0;45.792436;24.1630938;Trei Stejari, Sibiu, Sibiu;59.0;;fără informații;5;fără informații;fără informații;locuință nouă;fără informații;fără informații;agenție;fără informații;1979;;506;1;404;1;315;1;267;1;82;1;285;1;228;1;504;1;97;8;Excellent - Everything you need within walking distance
IDBgpZ;https://www.storia.ro/ro/ofărăa/2-rooms-35sqm-garden-floreasca-park-view-IDBgpZ;2 rooms / 35sqm garden / Floreasca - Park View;230000.0;3792.0;44.4598057;26.1189131;Tei, Sectorul 2, Bucuresti;60.65;;centralizată;0;fără informații;fără informații;locuință utilizată;fără informații;fără informații;agenție;fără informații;2021;clădire de apartamente;62;1;232;1;119;1;274;1;636;1;242;1;545;1;473;1;100;8;Excellent - Everything you need within walking distance
IDDIah;https://www.storia.ro/ro/ofărăa/apartament-2-camere-primaverii-vila-IDDIah;APARTAMENT 2 CAMERE | PRIMAVERII | VILA;200000.0;4000.0;44.4661615;26.0902672;Strada Pictor Negulici Ion, Primaverii, Sectorul 1, Bucuresti;50.0;;centrală pe gaz;1;fără informații;fără informații;locuință utilizată;fără informații;fără informații;agenție;balcon beci bucătărie  separată;1968;clădire de apartamente;668;1;367;1;621;0;211;1;684;1;1078;0;453;1;849;1;88;6;Very Good - Highly accessible location
IDDBRs;https://www.storia.ro/ro/ofărăa/apartament-2-camere-floreasca-centrală-proprie-IDDBRs;Apartament 2 camere, Floreasca, centrală proprie;113000.0;2825.0;44.4665307;26.1021931;Floreasca, Sectorul 2, Bucuresti;40.0;;centrală pe gaz;1;fără informații;gata de utilizare;locuință utilizată;drept de proprietate;fără informații;agenție;balcon;1960;bloc;250;1;230;1;655;0;259;1;1119;1;1135;0;489;1;463;1;88;6;Very Good - Highly accessible location
IDCBke;https://www.storia.ro/ro/ofărăa/apartament-2-camere-oltenita-IDCBke;Apartament 2 camere Oltenita;50000.0;926.0;44.0865768;26.6381698;Oltenita, Calarasi;54.0;;fără informații;2;fără informații;fără informații;locuință utilizată;fără informații;fără informații;agenție;fără informații;1997;;339;1;36;1;513;0;121;1;121;1;44;1;213;1;24;1;93;7;Excellent - Everything you need within walking distance
IDD8w9;https://www.storia.ro/ro/ofărăa/2-camere-incalzire-in-pardoseala-500-m-stb-parcare-bonus-IDD8w9;2 camere Incalzire in Pardoseala -500 m STB Parcare Bonus;83500.0;1300.0;44.4081583;26.191115;Theodor Pallady, Sectorul 3, Bucuresti;64.22;;centrală pe gaz;1;fără informații;fără informații;locuință utilizată;drept de proprietate;2025-05-21;agenție;balcon;2025;clădire de apartamente;586;1;716;1;61;1;473;1;235;1;1165;0;885;1;835;1;100;7;Excellent - Everything you need within walking distance
IDDMcW;https://www.storia.ro/ro/ofărăa/garsoniera-cantemir-budapesta-IDDMcW;Garsoniera Cantemir - Budapesta.;55000.0;1571.0;44.4165735;26.1134601;Timpuri Noi, Sectorul 4, Bucuresti;35.0;;centrală pe gaz;5;fără informații;gata de utilizare;locuință utilizată;fără informații;fără informații;agenție;fără informații;1928;clădire de apartamente;312;1;130;1;14;1;94;1;475;1;680;1;515;1;445;1;100;8;Excellent - Everything you need within walking distance
IDBgpE;https://www.storia.ro/ro/ofărăa/apartament-cu-4-camere-188-48mp-herastrau-cartierul-francez-IDBgpE;Apartament cu 4 camere *188.48mp*// Herastrau - Cartierul Francez;418000.0;3291.0;44.4751797;26.0813026;Herastrau, Sectorul 1, Bucuresti;127.0;;centralizată;6;fără informații;fără informații;locuință utilizată;fără informații;fără informații;agenție;terasă garaj;2023;clădire de apartamente;692;1;287;1;563;0;865;1;702;1;292;1;532;1;1206;1;93;7;Excellent - Everything you need within walking distance
IDDIae;https://www.storia.ro/ro/ofărăa/vand-apartament-3-camere-decomandat-IDDIae;Vand Apartament 3 camere decomandat;130000.0;1711.0;45.1371109;26.8171122;Buzau, Buzau;76.0;;fără informații;2;fără informații;fără informații;locuință utilizată;fără informații;fără informații;agenție;fără informații;1990;;630;1;36;1;116;1;0;0;0;0;432;1;1029;0;523;1;100;5;Excellent - Everything you need within walking distance
IDDBRr;https://www.storia.ro/ro/ofărăa/comision0-ap-3-cam-finisaje-de-lux-cart-manastur-zona-citadela-resid-IDDBRr;Comision0!Ap 3 cam, finisaje de LUX cart Manastur, zona Citadela Resid;274900.0;3818.0;46.7526905;23.5561137;Manastur, Cluj-Napoca, Cluj;72.0;;centralizată;1;fără informații;fără informații;locuință nouă;fără informații;fără informații;agenție;fără informații;2018;;107;1;353;1;193;1;143;1;270;1;385;1;369;1;323;1;100;8;Excellent - Everything you need within walking distance
IDCBjV;https://www.storia.ro/ro/ofărăa/apartament-3-camere-mobilat-si-utilat-str-valea-oltului-drumul-taberei-IDCBjV;Apartament 3 camere,mobilat si utilat,str.Valea Oltului,Drumul Taberei;99000.0;1394.0;44.4173796;26.0137566;Strada Valea Oltului, Drumul Taberei, Sectorul 6, Bucuresti;71.0;;centralizată;4;fără informații;fără informații;locuință utilizată;drept de proprietate;fără informații;agenție;balcon;1974;bloc;141;1;220;1;228;1;352;1;134;1;53;1;190;1;161;1;97;8;Excellent - Everything you need within walking distance
IDD8uY;https://www.storia.ro/ro/ofărăa/direct-dezvoltator-efy-residence-ro-parcare-bonus-IDD8uY;Direct Dezvoltator .Efy-Residence.ro Parcare Bonus;107000.0;1860.0;44.4081583;26.191115;Theodor Pallady, Sectorul 3, Bucuresti;57.52;;centrală pe gaz;parter;fără informații;fără informații;locuință utilizată;drept de proprietate;2025-05-21;agenție;balcon;2025;clădire de apartamente;586;1;716;1;61;1;473;1;235;1;1165;0;885;1;835;1;100;7;Excellent - Everything you need within walking distance
IDBFJQ;https://www.storia.ro/ro/ofărăa/apartament-07-2-camere-prima-linie-cu-vedere-la-mare-costinesti-epava-IDBFJQ;Apartament 07, 2 camere,prima linie cu vedere la mare,Costinesti-Epava;52500.0;1427.0;44.0353419;28.652177;Strada Faleza Portului, Costinesti, Costinesti, Constanta;36.8;;centrală pe gaz;parter;fără informații;în construcție;locuință nouă;drept de proprietate;fără informații;agenție;fără informații;2026;bloc;786;1;0;0;619;0;272;1;683;1;57;1;-1;0;307;1;88;5;Very Good - Highly accessible location
IDBgp6;https://www.storia.ro/ro/ofărăa/targu-mures-str-22-decembrie-garsoniera-la-demisol-21-30-mp-IDBgp6;TARGU MURES - str. 22 Decembrie, Garsoniera la demisol - 21.30 mp;33000.0;1571.0;46.5603696;24.5790927;22 Decembrie 1989, Targu Mures, Mures;21.0;;fără informații;;fără informații;fără informații;locuință nouă;fără informații;fără informații;agenție;fără informații;;;122;1;352;1;225;1;264;1;246;1;183;1;238;1;1492;1;97;8;Excellent - Everything you need within walking distance
IDDIad;https://www.storia.ro/ro/ofărăa/apartament-3-camere-pitesti-trivale-centrală-proprie-IDDIad;Apartament 3 camere Pitesti, Trivale centrală PROPRIE;79500.0;1169.0;44.85399779999999;24.8769414;centrală Pitesti, Arges;68.0;;fără informații;5;fără informații;fără informații;locuință utilizată;fără informații;fără informații;agenție;fără informații;;;348;1;261;1;47;1;102;1;84;1;243;1;114;1;218;1;100;8;Excellent - Everything you need within walking distance
IDDBRq;https://www.storia.ro/ro/ofărăa/2-camere-confără-1-decomandat-partial-mobilat-dorobantilor-IDDBRq;2 camere, Confără 1 Decomandat, Partial Mobilat, Dorobantilor;55000.0;1100.0;45.2598733;27.9558281;Hipodrom, Braila, Braila;50.0;;centrală pe gaz;4;fără informații;fără informații;locuință utilizată;fără informații;fără informații;agenție;balcon;1980;bloc;193;1;409;1;205;1;164;1;196;1;164;1;530;1;559;1;97;8;Excellent - Everything you need within walking distance
IDyvNG;https://www.storia.ro/ro/ofărăa/apartamente-noi-aparthotel-5-stele-infinity-pool-IDyvNG;Apartamente Noi Aparthotel 5 Stele + Infinity Pool;80000.0;1379.0;47.061204;21.9346709;Olosig, Oradea, Bihor;58.0;;fără informații;3;fără informații;în construcție;locuință nouă;drept de proprietate;fără informații;agenție;balcon terasă garaj scară interioară;2023;bloc;346;1;382;1;303;1;269;1;185;1;93;1;266;1;234;1;97;8;Excellent - Everything you need within walking distance
IDD8uQ;https://www.storia.ro/ro/ofărăa/apartament-nouă2-camere-de-vanzare-galata-IDD8uQ;Apartament nouă2 camere de vanzare Galata;82830.0;1657.0;47.1507184;27.5654496;Galata, Iasi, Iasi;50.0;;fără informații;1;fără informații;fără informații;locuință nouă;drept de proprietate;fără informații;agenție;fără informații;;bloc;912;1;929;0;404;1;259;1;469;1;209;1;527;1;242;1;93;7;Excellent - Everything you need within walking distance
IDADN7;https://www.storia.ro/ro/ofărăa/apartament-doua-camere-tip-studio-direct-dezvoltator-IDADN7;Apartament doua camere tip Studio-Direct Dezvoltator;72100.0;1602.0;44.4193897;26.1801296;Strada Colonel Iosif Albu, Titan, Sectorul 3, Bucuresti;45.0;;centrală pe gaz;2;fără informații;în construcție;locuință nouă;fără informații;fără informații;agenție;balcon scară interioară;2025;bloc;9;1;53;1;338;1;117;1;560;1;175;1;293;1;104;1;97;8;Excellent - Everything you need within walking distance
IDBgoV;https://www.storia.ro/ro/ofărăa/penthouse-204-mp-terasăimpresionant-dotri-premium-iosia-oradea-IDBgoV;PENTHOUSE 204 MP terasă IMPRESIONANT? DOT?RI PREMIUM-IOSIA-ORADEA;199900.0;966.0;47.057751;21.9010127;Iosia Nord, Oradea, Bihor;207.0;;centralizată;4;fără informații;gata de utilizare;locuință utilizată;drept de proprietate;2025-05-23;agenție;terasă;;clădire de apartamente;80;1;181;1;142;1;663;1;497;1;556;1;716;1;584;1;100;8;Excellent - Everything you need within walking distance
IDDIac;https://www.storia.ro/ro/ofărăa/apartament-superb-2-camere-beller-IDDIac;APARTAMENT SUPERB | 2 CAMERE | BELLER;187000.0;3667.0;44.4633408;26.0981104;Strada Aviator Stefan Protopopescu, Floreasca, Sectorul 1, Bucuresti;51.0;;centrală pe gaz;parter;fără informații;fără informații;locuință utilizată;fără informații;fără informații;agenție;bucătărie  separată;1986;clădire de apartamente;233;1;153;1;335;1;529;1;840;1;688;1;297;1;426;1;97;8;Excellent - Everything you need within walking distance
IDCBiJ;https://www.storia.ro/ro/ofărăa/3-decomandat-etaj-3-mobilat-utilat-ct-gara-IDCBiJ;3 decomandat, etaj 3, mobilat, utilat, CT - Gara;125000.0;1894.0;44.3315243;23.7997929;Brazda Lui Novac, Craiova, Dolj;66.0;;centrală pe gaz;3;fără informații;fără informații;locuință utilizată;fără informații;fără informații;agenție;bucătărie  separată;1968;;490;1;394;1;215;1;92;1;22;1;416;1;192;1;378;1;97;8;Excellent - Everything you need within walking distance
IDDBRo;https://www.storia.ro/ro/ofărăa/apartament-2-camere-urusagului-floreti-IDDBRo;Apartament 2 camere Urusagului,Flore?ti.;125800.0;2330.0;46.744372;23.4847779;Floresti, Floresti, Cluj;54.0;;centrală pe gaz;1;fără informații;gata de utilizare;locuință nouă;drept de coproprietate;2025-05-07;agenție;balcon;;bloc;64;1;259;1;46;1;29;1;35;1;81;1;240;1;645;1;100;8;Excellent - Everything you need within walking distance
IDD8uj;https://www.storia.ro/ro/ofărăa/apartament-2-camere-decomandat-54-mpu-frunzisului-zorilor-IDD8uj;Apartament 2 camere | Decomandat | 54 mpu | Frunzisului Zorilor;170000.0;3148.0;46.7526905;23.5561137;Manastur, Cluj-Napoca, Cluj;54.0;;centralizată;3;fără informații;gata de utilizare;locuință nouă;fără informații;fără informații;agenție;fără informații;2022;;107;1;353;1;193;1;143;1;270;1;385;1;369;1;323;1;100;8;Excellent - Everything you need within walking distance
IDDLrA;https://www.storia.ro/ro/ofărăa/apartament-de-vanzare-2-camere-zona-piata-hermes-IDDLrA;Apartament de vanzare 2 camere zona Piata Hermes;139500.0;2790.0;46.76624349999999;23.619693;Gheorgheni, Cluj-Napoca, Cluj;50.0;;centralizată;4;fără informații;gata de utilizare;locuință nouă;fără informații;fără informații;agenție;balcon;1970;;473;1;167;1;173;1;351;1;643;1;233;1;48;1;752;1;100;8;Excellent - Everything you need within walking distance
IDBgon;https://www.storia.ro/ro/ofărăa/apartament-la-cas-2-camere-la-biserica-srbeasc-IDBgon;Apartament la cas? 2 camere la Biserica Sârbeasc?;57000.0;1326.0;46.1669614;21.3070389;Strada Mihail Kogalniceanu, Dragasani, Arad, Arad;43.0;;centralizată;0;fără informații;fără informații;locuință utilizată;fără informații;fără informații;agenție;terasă bucătărie  separată;1930;clădire de apartamente;124;1;312;1;920;0;398;1;385;1;530;1;343;1;985;1;82;7;Very Good - Highly accessible location
IDDIaa;https://www.storia.ro/ro/ofărăa/apartament-premium-decomandat-dorobanti-IDDIaa;APARTAMENT PREMIUM | DECOMANDAT | DOROBANTI;140000.0;3111.0;44.4544711;26.1007531;Strada Axinte Uricariul, Floreasca, Sectorul 1, Bucuresti;45.0;;centralizată;parter;fără informații;fără informații;locuință utilizată;fără informații;fără informații;agenție;bucătărie  separată;1976;clădire de apartamente;578;1;140;1;154;1;208;1;84;1;499;1;354;1;269;1;100;8;Excellent - Everything you need within walking distance
IDDsnN;https://www.storia.ro/ro/ofărăa/vnd-apartament-confără-i-4-cam-bine-situat-n-cart-gheorghieni-IDDsnN;Vând apartament, confără I, 4 cam., bine situat în Cart. Gheorghieni;310000.0;3341.0;46.76624349999999;23.619693;Gheorgheni, Cluj-Napoca, Cluj;92.78;;centrală pe gaz;3;fără informații;gata de utilizare;locuință utilizată;drept de proprietate;fără informații;privat;garaj beci debara;1972;bloc;473;1;167;1;173;1;351;1;643;1;233;1;48;1;752;1;100;8;Excellent - Everything you need within walking distance
IDD8u4;https://www.storia.ro/ro/ofărăa/apartament-cu-3camere-de-vanzare-in-alba-iulia-IDD8u4;Apartament cu 3camere de vanzare in Alba Iulia;82000.0;1281.0;46.0724587;23.5565274;Cetate, Alba Iulia, Alba;64.0;;centralizată;2;fără informații;gata de utilizare;locuință nouă;fără informații;fără informații;agenție;balcon;1975;;91;1;504;1;106;1;160;1;101;1;326;1;378;1;166;1;100;8;Excellent - Everything you need within walking distance
IDDhYX;https://www.storia.ro/ro/ofărăa/apartament-nouăresidence5-lng-colile-private-din-zona-iancu-nicolae-IDDhYX;Apartament nouăResidence5 lâng? ?colile private din zona Iancu Nicolae;300000.0;2500.0;44.5145049;26.1210561;Strada Erou Nicolae Iancu, Voluntari, Ilfov;120.0;;centrală pe gaz;2;fără informații;în construcție;locuință nouă;drept de proprietate;2026-07-01;agenție;balcon grădină;2026;bloc;146;1;193;1;142;1;95;1;248;1;95;1;247;1;425;1;100;8;Excellent - Everything you need within walking distance
IDCgUD;https://www.storia.ro/ro/ofărăa/apartament-finisat-nouăterasă-zona-eroilor-IDCgUD;Apartament FINISAT nouă terasă, zona Eroilor;73450.0;1632.0;46.744372;23.4847779;Floresti, Floresti, Cluj;45.01;;centralizată;4;fără informații;gata de utilizare;locuință nouă;fără informații;fără informații;agenție;balcon;2024;;64;1;259;1;46;1;29;1;35;1;81;1;240;1;645;1;100;8;Excellent - Everything you need within walking distance
IDBgmX;https://www.storia.ro/ro/ofărăa/apartament-cu-2-camere-45mp-someseni-IDBgmX;Apartament cu 2 camere, 45mp, Someseni;150000.0;3333.0;46.785425;23.6756435;Someseni, Cluj-Napoca, Cluj;45.0;;centralizată;2;fără informații;gata de utilizare;locuință nouă;fără informații;fără informații;agenție;fără informații;;;999;1;1784;0;532;0;1023;0;1646;0;887;0;1268;0;958;1;79;2;Good - Well connected to amenities
IDDIa9;https://www.storia.ro/ro/ofărăa/apartament-superb-floreasca-compozitori-IDDIa9;APARTAMENT SUPERB | FLOREASCA COMPOZITORI;119000.0;2680.0;44.4642536;26.1123159;Strada Ramuri Tei, Tei, Sectorul 2, Bucuresti;44.4;;centralizată;3;fără informații;fără informații;locuință utilizată;fără informații;fără informații;agenție;balcon beci bucătărie  separată;1960;clădire de apartamente;265;1;317;1;522;0;199;1;987;1;506;1;591;1;463;1;93;7;Excellent - Everything you need within walking distance
IDD8tJ;https://www.storia.ro/ro/ofărăa/garsoniera-zona-colentina-IDD8tJ;Garsoniera zona Colentina;57000.0;1880.0;44.4657655;26.1486472;Colentina, Sectorul 2, Bucuresti;30.32;;fără informații;10;fără informații;gata de utilizare;locuință nouă;fără informații;fără informații;agenție;balcon;1977;;497;1;107;1;500;0;65;1;379;1;63;1;374;1;510;1;93;7;Excellent - Everything you need within walking distance
IDDBRg;https://www.storia.ro/ro/ofărăa/apartament-3-camere-de-vnzare-zona-garii-IDDBRg;Apartament 3 camere de vânzare zona Garii;154000.0;2299.0;45.6599285;25.614512;Bulevardul Garii, Centrul nouă Brasov, Brasov;67.0;;fără informații;;fără informații;fără informații;locuință utilizată;fără informații;fără informații;agenție;fără informații;2016;;203;1;360;1;161;1;119;1;715;1;66;1;56;1;301;1;100;8;Excellent - Everything you need within walking distance
IDBtFO;https://www.storia.ro/ro/ofărăa/apartament-2-camere-49-mp-plus-balcon-4-mp-IDBtFO;APARTAMENT 2 CAMERE 49 MP PLUS BALCON 4 MP;126000.0;2571.0;46.7671469;23.5468686;Strada Donath, Grigorescu, Cluj-Napoca, Cluj;49.0;;centrală pe gaz;10;fără informații;fără informații;locuință utilizată;fără informații;fără informații;agenție;balcon bucătărie  separată beci;1976;bloc;152;1;138;1;251;1;164;1;52;1;901;0;172;1;368;1;97;7;Excellent - Everything you need within walking distance
IDCBij;https://www.storia.ro/ro/ofărăa/rahova-amurgului-piata-IDCBij;Rahova, Amurgului, Piata;16000.0;1067.0;44.3962362;26.0566495;Rahova, Sectorul 5, Bucuresti;15.0;;centrală pe gaz;3;fără informații;de renovat;locuință utilizată;drept de proprietate;fără informații;agenție;fără informații;1972;bloc;696;1;558;1;180;1;587;1;662;1;785;1;345;1;650;1;100;8;Excellent - Everything you need within walking distance
IDBgmz;https://www.storia.ro/ro/ofărăa/apartament-3-camere-turnisor-sibiu-IDBgmz;Apartament 3 camere Turnisor , Sibiu;118500.0;1890.0;45.7935054;24.1209794;Turnisor, Sibiu, Sibiu;62.7;;centrală pe gaz;1;fără informații;fără informații;locuință utilizată;fără informații;fără informații;agenție;balcon terasă beci;;clădire de apartamente;186;1;108;1;74;1;187;1;462;1;357;1;811;1;264;1;100;8;Excellent - Everything you need within walking distance
IDDIa7;https://www.storia.ro/ro/ofărăa/garsoniera-renovata-centrală-proprie-dorobanti-IDDIa7;GARSONIERA RENOVATA | centrală PROPRIE | DOROBANTI;124000.0;3636.0;44.4600101;26.0972205;Intrarea Aviator Teodor Iliescu, Floreasca, Sectorul 1, Bucuresti;34.1;;centrală pe gaz;2;fără informații;fără informații;locuință utilizată;fără informații;fără informații;agenție;balcon bucătărie  separată;1963;clădire de apartamente;145;1;528;1;264;1;186;1;758;1;312;1;145;1;270;1;97;8;Excellent - Everything you need within walking distance
IDD8tF;https://www.storia.ro/ro/ofărăa/apartament-3-camere-mutare-rapida-th-pallady-comision-0-IDD8tF;Apartament 3 camere | mutare rapida| Th. Pallady | Comision 0;128475.0;1500.0;44.4168484;26.1944019;Drumul Gura Putnei, Theodor Pallady, Sectorul 3, Bucuresti;85.65;;centrală pe gaz;3;fără informații;gata de utilizare;locuință nouă;fără informații;fără informații;agenție;grădină balcon;2024;;750;1;423;1;434;1;953;1;722;1;1266;0;322;1;818;1;91;7;Excellent - Everything you need within walking distance
IDDBRi;https://www.storia.ro/ro/ofărăa/vanzare-apartament-3-camere-85-mp-situat-in-buna-ziua-IDDBRi;Vanzare apartament 3 camere 85 mp situat in Buna Ziua;249000.0;2929.0;46.74832199999999;23.5996385;Buna Ziua, Cluj-Napoca, Cluj;85.0;;fără informații;parter;fără informații;gata de utilizare;locuință utilizată;fără informații;fără informații;agenție;balcon garaj;2023;clădire de apartamente;275;1;526;1;132;1;64;1;130;1;203;1;93;1;1027;1;100;8;Excellent - Everything you need within walking distance
IDDifC;https://www.storia.ro/ro/ofărăa/apartament-4-camere-zona-ion-mester-IDDifC;APARTAMENT 4 CAMERE ZONA ION MESTER;227000.0;2873.0;46.7568507;23.5603859;Strada Ion Mester, Manastur, Cluj-Napoca, Cluj;79.0;;centrală pe gaz;2;fără informații;fără informații;locuință utilizată;fără informații;fără informații;agenție;balcon bucătărie  separată;1980;bloc;284;1;267;1;192;1;161;1;210;1;497;1;221;1;243;1;100;8;Excellent - Everything you need within walking distance
IDCrFX;https://www.storia.ro/ro/ofărăa/apartament-spatios-2-camere-55mp-etaj1-zona-baciu-IDCrFX;Apartament spatios 2 camere, 55mp, etaj1, zona Baciu;95000.0;1726.0;46.8115609;23.4851787;Baciu, Baciu, Cluj;55.05;;centralizată;1;fără informații;gata de utilizare;locuință nouă;fără informații;fără informații;agenție;balcon;;;2479;0;2588;0;1462;0;-1;0;1887;0;1504;0;-1;0;-1;0;23;0;Very Poor - Few amenities within walking distance
IDBgjo;https://www.storia.ro/ro/ofărăa/apartament-3-camere-decomandat-cu-panorama-IDBgjo;Apartament 3 Camere Decomandat, cu Panorama;64990.0;970.0;46.0724587;23.5565274;Cetate, Alba Iulia, Alba;67.0;;fără informații;10;fără informații;fără informații;locuință utilizată;fără informații;fără informații;agenție;balcon;1980;clădire de apartamente;91;1;504;1;106;1;160;1;101;1;326;1;378;1;166;1;100;8;Excellent - Everything you need within walking distance
IDDIa6;https://www.storia.ro/ro/ofărăa/apartament-2-camere-floreasca-IDDIa6;APARTAMENT 2 CAMERE | FLOREASCA;87000.0;2636.0;44.46214759999999;26.1059935;Strada Chopin Frederic, Floreasca, Sectorul 2, Bucuresti;33.0;;sob?;parter;fără informații;fără informații;locuință utilizată;fără informații;fără informații;agenție;bucătărie  separată;1960;clădire de apartamente;343;1;128;1;224;1;357;1;598;1;960;0;248;1;181;1;97;7;Excellent - Everything you need within walking distance
IDD8tA;https://www.storia.ro/ro/ofărăa/ocazie-apartament-in-vila-2-camere-primaverii-IDD8tA;OCAZIE! Apartament in vila, 2 camere - Primaverii;200000.0;3333.0;44.4681216;26.0899956;Primaverii, Sectorul 1, Bucuresti;60.0;;fără informații;1;fără informații;gata de utilizare;locuință utilizată;drept de proprietate;fără informații;agenție;balcon;;vil?;781;1;320;1;820;0;390;1;887;1;1167;0;507;1;1066;1;82;6;Very Good - Highly accessible location
IDDBRd;https://www.storia.ro/ro/ofărăa/apartament-decomandat-2-camere-strada-porii-IDDBRd;Apartament decomandat 2 camere, strada Porii;87000.0;1526.0;46.744372;23.4847779;Floresti, Floresti, Cluj;57.0;;centralizată;;fără informații;gata de utilizare;locuință nouă;fără informații;fără informații;agenție;balcon;;;64;1;259;1;46;1;29;1;35;1;81;1;240;1;645;1;100;8;Excellent - Everything you need within walking distance
IDBWz2;https://www.storia.ro/ro/ofărăa/apartament-3-camere-66-mp-zona-dennver-cartier-manastur-IDBWz2;APARTAMENT 3 CAMERE 66 MP ZONA DENNVER CARTIER MANASTUR;155000.0;2348.0;46.7530358;23.5603774;Strada Mehedinti, Manastur, Cluj-Napoca, Cluj;66.0;;centrală pe gaz;parter;fără informații;fără informații;locuință utilizată;fără informații;fără informații;agenție;bucătărie  separată;1980;bloc;111;1;226;1;150;1;208;1;224;1;480;1;182;1;268;1;100;8;Excellent - Everything you need within walking distance
