id;url;title;price;price_per_sqm;latitude;longitude;address;surface;rooms;heating_type;floor;rent;property_status;property_type;property form;freeFrom;sellerType;additional information;construction_year;building_type;distance_school;has_school_nearby;distance_park;has_park_nearby;distance_transport;has_transport_nearby;distance_supermarket;has_supermarket_nearby;distance_hospital;has_hospital_nearby;distance_restaurant;has_restaurant_nearby;distance_gym;has_gym_nearby;distance_mall;has_mall_nearby;accessibility_score;facility_count;accessibility_label
IDCBi7;https://www.storia.ro/ro/ofărăa/apartament-3-camere-decomandat-posibilitate-amenajare-i-titan-IDCBi7;Apartament 3 camere - decomandat - posibilitate amenajare I Titan;100000.0;1836.0;44.4249069;26.1634829;Titan, Sectorul 3, Bucuresti;54.46;;centralizată;3;fără informații;gata de utilizare;locuință utilizată;fără informații;fără informații;agenție;balcon bucătărie  separată;1977;clădire de apartamente;445;1;290;1;28;1;193;1;871;1;684;1;183;1;184;1;100;8;Excellent - Everything you need within walking distance
IDBgiH;https://www.storia.ro/ro/ofărăa/apartament-2-camere-zona-stefan-cel-mare-IDBgiH;Apartament 2 camere, zona Stefan Cel Mare;88000.0;1760.0;47.1392617;24.4890979;Bistrita, Bistrita-Nasaud;50.0;;centrală pe gaz;parter;fără informații;gata de utilizare;locuință utilizată;drept de proprietate;2025-05-21;agenție;fără informații;1990;clădire de apartamente;430;1;0;0;747;0;230;1;451;1;589;1;556;1;428;1;88;6;Very Good - Highly accessible location
IDDIa4;https://www.storia.ro/ro/ofărăa/apartament-2-camere-floreasca-compozitori-IDDIa4;APARTAMENT 2 CAMERE | FLOREASCA COMPOZITORI;69000.0;1944.0;44.46214759999999;26.1059935;Strada Chopin Frederic, Floreasca, Sectorul 2, Bucuresti;35.5;;centralizată;;fără informații;fără informații;locuință utilizată;fără informații;fără informații;agenție;bucătărie  separată;1960;clădire de apartamente;343;1;128;1;224;1;357;1;598;1;960;0;248;1;181;1;97;7;Excellent - Everything you need within walking distance
IDD8tt;https://www.storia.ro/ro/ofărăa/penthouse-elegant-90mp-2-nivele-terasă-zona-edgar-quinet-manastur-IDD8tt;Penthouse elegant 90mp, 2 nivele, terasă, zona Edgar Quinet, Manastur;205000.0;2278.0;46.7526905;23.5561137;Manastur, Cluj-Napoca, Cluj;90.0;;centralizată;6;fără informații;gata de utilizare;locuință nouă;fără informații;fără informații;agenție;fără informații;;;107;1;353;1;193;1;143;1;270;1;385;1;369;1;323;1;100;8;Excellent - Everything you need within walking distance
IDDBRa;https://www.storia.ro/ro/ofărăa/apartament-3-camere-complet-renovat-zona-sud-IDDBRa;Apartament 3 camere complet renovat zona Sud;60000.0;1053.0;45.69647450000001;27.184043;Focsani, Vrancea;57.0;;centralizată;4;fără informații;gata de utilizare;locuință utilizată;drept de proprietate;2025-05-07;agenție;fără informații;1977;bloc;198;1;61;1;273;1;157;1;146;1;149;1;362;1;141;1;97;8;Excellent - Everything you need within walking distance
IDABF7;https://www.storia.ro/ro/ofărăa/apartament-3-camere-cu-chirias-alia-apartments-IDABF7;Apartament 3 camere cu chirias Alia Apartments;314990.0;3795.0;44.4645988;26.0752733;Bulevardul Maresal Alex. Averescu, Domenii, Sectorul 1, Bucuresti;83.0;;centrală pe gaz;6;fără informații;gata de utilizare;locuință utilizată;drept de proprietate;fără informații;agenție;fără informații;2008;clădire de apartamente;424;1;125;1;342;1;472;1;219;1;535;1;638;1;793;1;97;8;Excellent - Everything you need within walking distance
IDCBhT;https://www.storia.ro/ro/ofărăa/canta-apartament-3-camere-70mp-118k-complet-mobilat-ac-IDCBhT;CANTA, apartament 3 camere, 70mp-118k ,complet mobilat+ AC;118000.0;1686.0;47.1727971;27.5488866;Canta, Iasi, Iasi;70.0;;centrală pe gaz;4;fără informații;gata de utilizare;locuință utilizată;drept de proprietate;2025-04-02;agenție;balcon;1983;clădire de apartamente;333;1;230;1;118;1;196;1;849;1;598;1;327;1;263;1;100;8;Excellent - Everything you need within walking distance
IDBggQ;https://www.storia.ro/ro/ofărăa/vand-apartament-4-camere-mega-mall-IDBggQ;Vand apartament 4 camere Mega Mall;142000.0;1578.0;45.4371446;25.2919972;Fundata, Fundata, Brasov;90.0;;fără informații;5;fără informații;fără informații;locuință utilizată;fără informații;fără informații;agenție;fără informații;1997;;297;1;448;1;-1;0;549;1;1607;0;629;1;1553;0;2662;0;58;4;Average - Reasonable access to amenities
IDDIa3;https://www.storia.ro/ro/ofărăa/apartament-premium-2-camere-dorobanti-IDDIa3;APARTAMENT PREMIUM | 2 CAMERE | DOROBANTI;149000.0;3634.0;44.4566751;26.0956373;Strada Lisabona, Dorobanti, Sectorul 1, Bucuresti;41.0;;centralizată;8;fără informații;fără informații;locuință utilizată;fără informații;fără informații;agenție;balcon bucătărie  separată;1976;clădire de apartamente;535;1;796;1;450;1;222;1;538;1;79;1;125;1;86;1;93;8;Excellent - Everything you need within walking distance
IDD8tq;https://www.storia.ro/ro/ofărăa/apartament-de-vanzare-2-camere-nouătitan-pallady-comision-0-IDD8tq;Apartament De Vanzare | 2 Camere nouă| Titan Pallady | Comision 0;83200.0;1600.0;44.4168484;26.1944019;Drumul Gura Putnei, Theodor Pallady, Sectorul 3, Bucuresti;52.0;;centrală pe gaz;3;fără informații;gata de utilizare;locuință nouă;fără informații;fără informații;agenție;grădină balcon;2024;;750;1;423;1;434;1;953;1;722;1;1266;0;322;1;818;1;91;7;Excellent - Everything you need within walking distance
IDDBR5;https://www.storia.ro/ro/ofărăa/apartament-2-camere-model-2r2-a3-cortina-north-pipera-plaza-nouălux-IDDBR5;Apartament 2 Camere Model 2R2 A3 Cortina North Pipera Plaza nouăLUX;197000.0;3203.0;44.4932726;26.1729137;Voluntari, Ilfov;61.5;;centralizată;5;fără informații;gata de utilizare;locuință nouă;fără informații;fără informații;agenție;fără informații;2023;;24;1;516;1;46;1;484;1;581;1;92;1;682;1;602;1;100;8;Excellent - Everything you need within walking distance
IDCBh3;https://www.storia.ro/ro/ofărăa/apartament-3-camere-spatios-cu-terasă-12-mp-de-vanzare-arhitectilor-IDCBh3;Apartament 3 camere spatios cu terasă 12 mp de vanzare Arhitectilor;137500.0;1910.0;45.7140304;24.1513505;Cisnadie, Sibiu;72.0;;centralizată;3;fără informații;gata de utilizare;locuință nouă;fără informații;fără informații;agenție;fără informații;2016;;223;1;21;1;24;1;43;1;645;1;10;1;1401;0;288;1;100;7;Excellent - Everything you need within walking distance
IDBggv;https://www.storia.ro/ro/ofărăa/garsoniera-nouă-teiului-IDBggv;Garsoniera nouă Teiului;30000.0;882.0;46.3556266;23.0292161;Gura Sohodol, Sohodol, Alba;34.0;;fără informații;1;fără informații;fără informații;locuință utilizată;fără informații;fără informații;agenție;fără informații;;;1484;0;789;1;-1;0;2187;0;1235;1;1050;0;-1;0;1986;1;35;3;Poor - Many amenities require transportation
IDDIa1;https://www.storia.ro/ro/ofărăa/apartament-premium-vila-interbelica-dorobanti-IDDIa1;APARTAMENT PREMIUM | VILA INTERBELICA | DOROBANTI;278000.0;2138.0;44.453025;26.098693;Calea Dorobantilor, Dorobanti, Sectorul 1, Bucuresti;130.0;;centrală pe gaz;;fără informații;fără informații;locuință utilizată;fără informații;fără informații;agenție;terasă bucătărie  separată;1945;clădire de apartamente;350;1;229;1;0;0;108;1;220;1;529;1;353;1;137;1;100;7;Excellent - Everything you need within walking distance
IDDJpz;https://www.storia.ro/ro/ofărăa/apartament-2-camere-zona-nicolae-grigorescu-IDDJpz;Apartament 2 camere zona Nicolae Grigorescu;99880.0;1743.0;44.4081432;26.1637843;Salajan, Sectorul 3, Bucuresti;57.3;;centrală pe gaz;2;fără informații;fără informații;locuință utilizată;fără informații;fără informații;agenție;balcon garaj bucătărie  separată;2023;clădire de apartamente;227;1;357;1;540;0;453;1;480;1;129;1;510;1;199;1;93;7;Excellent - Everything you need within walking distance
IDDBR3;https://www.storia.ro/ro/ofărăa/apartament-2-camere-loc-de-parcare-54mpu-davinci-IDDBR3;Apartament 2 Camere | Loc De Parcare | 54MPU | DaVinci;102000.0;1889.0;45.7821141;24.0294992;Cristian, Sibiu;54.0;;centrală pe gaz;0;fără informații;fără informații;locuință utilizată;fără informații;fără informații;agenție;balcon bucătărie  separată;2023;clădire de apartamente;237;1;226;1;714;0;-1;0;330;1;202;1;-1;0;-1;0;75;4;Good - Well connected to amenities
IDCBh1;https://www.storia.ro/ro/ofărăa/apartament-2-camere-60-mpu-cu-2-balcoane-la-vila-arhitectilor-IDCBh1;Apartament 2 camere 60 mpu cu 2 balcoane la vila Arhitectilor;112000.0;1867.0;45.7140304;24.1513505;Cisnadie, Sibiu;60.0;;centralizată;2;fără informații;gata de utilizare;locuință nouă;fără informații;fără informații;agenție;balcon;2024;;223;1;21;1;24;1;43;1;645;1;10;1;1401;0;288;1;100;7;Excellent - Everything you need within walking distance
IDD8tn;https://www.storia.ro/ro/ofărăa/2-camere-direct-dezvoltator-suprafata-generoasa-5-minute-de-metrou-te-IDD8tn;2 Camere Direct Dezvoltator Suprafata Generoasa -5 minute de Metrou Te;78480.0;1507.0;44.4081583;26.191115;Theodor Pallady, Sectorul 3, Bucuresti;52.09;;centrală pe gaz;1;fără informații;fără informații;locuință utilizată;drept de proprietate;2025-05-21;agenție;balcon;2025;clădire de apartamente;586;1;716;1;61;1;473;1;235;1;1165;0;885;1;835;1;100;7;Excellent - Everything you need within walking distance
IDBgga;https://www.storia.ro/ro/ofărăa/vand-garsoniera-in-teius-IDBgga;Vand garsoniera in Teius;35000.0;972.0;46.2024166;23.678038;Teius, Alba;36.0;;fără informații;3;fără informații;fără informații;locuință utilizată;fără informații;fără informații;agenție;fără informații;1990;;338;1;849;0;417;1;347;1;698;1;302;1;-1;0;-1;0;93;5;Excellent - Everything you need within walking distance
IDDIa0;https://www.storia.ro/ro/ofărăa/apartament-2-camere-podu-ros-IDDIa0;Apartament 2 camere Podu Ros;85500.0;1555.0;47.1504671;27.5866319;Podu Ros, Iasi, Iasi;55.0;;fără informații;3;fără informații;fără informații;locuință utilizată;fără informații;fără informații;agenție;fără informații;;bloc;591;1;74;1;73;1;289;1;531;1;470;1;379;1;143;1;100;8;Excellent - Everything you need within walking distance
IDDL42;https://www.storia.ro/ro/ofărăa/penthouse-4-camere-unicat-IDDL42;Penthouse 4 camere - UNICAT;266300.0;1069.0;44.3670339;26.1394839;IMGB, Sectorul 4, Bucuresti;249.0;;fără informații;4;fără informații;în construcție;locuință nouă;fără informații;fără informații;agenție;fără informații;2024;;307;1;318;1;343;1;443;1;382;1;354;1;446;1;830;1;97;8;Excellent - Everything you need within walking distance
IDDBR2;https://www.storia.ro/ro/ofărăa/apartament-cu-terasă-si-parcare-intre-lacuri-IDDBR2;Apartament cu terasă si parcare Intre Lacuri;138000.0;3209.0;46.7769262;23.6325977;Intre Lacuri, Cluj-Napoca, Cluj;43.0;;fără informații;2;fără informații;fără informații;locuință nouă;fără informații;fără informații;agenție;balcon;2024;;573;1;249;1;54;1;206;1;243;1;57;1;243;1;612;1;100;8;Excellent - Everything you need within walking distance
IDCBgX;https://www.storia.ro/ro/ofărăa/apartament-2-camere-50-mpu-pretabil-invstitie-centrul-istoric-IDCBgX;Apartament 2 camere 50 mpu pretabil invstitie Centrul Istoric;93000.0;1860.0;45.7967498;24.1494543;Centrul Istoric, Sibiu, Sibiu;50.0;;centralizată;1;fără informații;gata de utilizare;locuință nouă;fără informații;fără informații;agenție;balcon;1990;;68;1;44;1;46;1;255;1;139;1;162;1;90;1;218;1;100;8;Excellent - Everything you need within walking distance
IDD8tj;https://www.storia.ro/ro/ofărăa/apartament-3-camere-etaj-intermediar-capitolis-residence-IDD8tj;Apartament 3 camere, etaj intermediar, Capitolis Residence;138500.0;1949.0;45.6784323;25.6053365;Strada Liviu Rebreanu, Tractorul, Brasov, Brasov;71.06;;fără informații;2;fără informații;fără informații;locuință utilizată;fără informații;fără informații;agenție;balcon;2026;;748;1;163;1;136;1;99;1;641;1;896;0;540;1;332;1;100;7;Excellent - Everything you need within walking distance
IDAhi5;https://www.storia.ro/ro/ofărăa/garsoniera-finisaje-premimum-parc-tudor-arghezi-metro-berceni-IDAhi5;Garsoniera, finisaje premimum, parc Tudor Arghezi, Metro Berceni;64220.0;1659.0;44.3670339;26.1394839;IMGB, Sectorul 4, Bucuresti;38.7;;centrală pe gaz;8;fără informații;în construcție;locuință nouă;drept de proprietate;fără informații;agenție;balcon bucătărie  separată;2025;bloc;307;1;318;1;343;1;443;1;382;1;354;1;446;1;830;1;97;8;Excellent - Everything you need within walking distance
IDDI9Y;https://www.storia.ro/ro/ofărăa/apartament-superb-vila-dorobanti-IDDI9Y;APARTAMENT SUPERB | VILA DOROBANTI;260000.0;3377.0;44.4502975;26.0943138;Strada Vasile Alecsandri, Dorobanti, Sectorul 1, Bucuresti;77.0;;centrală pe gaz;2;fără informații;fără informații;locuință utilizată;fără informații;fără informații;agenție;balcon bucătărie  separată;1960;clădire de apartamente;140;1;471;1;273;1;355;1;251;1;526;1;525;1;321;1;97;8;Excellent - Everything you need within walking distance
IDDMO3;https://www.storia.ro/ro/ofărăa/apartament-2-camere-suprafata-utila-54mp-spre-vanzare-in-vasile-aaron-IDDMO3;Apartament 2 camere suprafata utila 54mp, spre vanzare in Vasile Aaron;61900.0;1146.0;45.7860294;24.1748536;Vasile Aaron, Sibiu, Sibiu;54.0;;centrală pe gaz;;fără informații;gata de utilizare;locuință utilizată;drept de proprietate;2025-05-25;agenție;fără informații;2007;clădire de apartamente;195;1;112;1;25;1;59;1;332;1;182;1;496;1;580;1;100;8;Excellent - Everything you need within walking distance
IDDBQZ;https://www.storia.ro/ro/ofărăa/okazie-apartament-2-camere-de-vanzare-in-alba-iulia-cetate-IDDBQZ;OKAZIE ! Apartament 2 camere de vanzare in Alba Iulia Cetate;44000.0;1222.0;46.0682065;23.5702587;Cetatea Alba-Carolina, Alba Iulia, Alba;36.0;;centralizată;2;fără informații;fără informații;locuință utilizată;fără informații;fără informații;agenție;balcon;1978;;113;1;0;0;482;1;482;1;128;1;291;1;404;1;958;1;93;7;Excellent - Everything you need within walking distance
IDCBgC;https://www.storia.ro/ro/ofărăa/apartament-4-camere-nusco-city-2-locuri-de-parcare-incluse-in-pret-IDCBgC;Apartament 4 Camere Nusco City | 2 Locuri de Parcare incluse in pret |;499900.0;4999.0;44.485802;26.1126597;Soseaua Pipera, Pipera, Sectorul 2, Bucuresti;100.0;;centralizată;3;fără informații;fără informații;locuință nouă;fără informații;fără informații;agenție;balcon;2023;;892;1;229;1;66;1;864;1;627;1;526;1;247;1;41;1;100;8;Excellent - Everything you need within walking distance
IDD8tm;https://www.storia.ro/ro/ofărăa/2-camere-moderne-incalzire-pardoseala-5-minute-de-metrou-n-teclu-IDD8tm;2 Camere Moderne Incalzire Pardoseala-5 minute de metrou N.Teclu;92650.0;1423.0;44.4081583;26.191115;Theodor Pallady, Sectorul 3, Bucuresti;65.09;;centrală pe gaz;1;fără informații;fără informații;locuință utilizată;drept de proprietate;2025-05-21;agenție;balcon;2025;clădire de apartamente;586;1;716;1;61;1;473;1;235;1;1165;0;885;1;835;1;100;7;Excellent - Everything you need within walking distance
IDAZW2;https://www.storia.ro/ro/ofărăa/apartamente-cu-3-camere-torontalului-xcity-comision-0-IDAZW2;Apartamente cu 3 camere | Torontalului | XCity | Comision 0%;146000.0;2174.0;45.7700694;21.2169237;Torontalului, Timisoara, Timis;67.17;;centrală pe gaz;7;fără informații;în construcție;locuință utilizată;fără informații;fără informații;agenție;balcon;2024;;561;1;67;1;235;1;113;1;175;1;113;1;212;1;611;1;97;8;Excellent - Everything you need within walking distance
IDDcnO;https://www.storia.ro/ro/ofărăa/ox635-soarelui-etaj-intermediar-decomandat-IDDcnO;OX635 Soarelui, Etaj Intermediar, Decomandat;82000.0;1708.0;45.7335737;21.248373;Zona Soarelui, Timisoara, Timis;48.0;;centralizată;2;fără informații;gata de utilizare;locuință utilizată;fără informații;fără informații;agenție;balcon bucătărie  separată;1982;clădire de apartamente;535;1;37;1;423;1;142;1;318;1;330;1;150;1;324;1;93;8;Excellent - Everything you need within walking distance
IDDMO0;https://www.storia.ro/ro/ofărăa/apartament-2-camere-centralăcostinesti-IDDMO0;Apartament 2 camere, centrală Costinesti;67000.0;1241.0;43.95696530000001;28.6380974;Costinesti, Costinesti, Constanta;54.0;;fără informații;1;fără informații;gata de utilizare;locuință utilizată;drept de proprietate;2025-09-01;privat;balcon debara bucătărie  separată;;bloc;929;1;331;1;268;1;130;1;2;1;220;1;2470;0;1933;1;97;7;Excellent - Everything you need within walking distance
IDDBQT;https://www.storia.ro/ro/ofărăa/pantelimon-apartament-2-camere-62-mp-metrou-15-min-langa-lac-IDDBQT;PANTELIMON,APARTAMENT,2 CAMERE, 62 MP,METROU 15 MIN,LANGA LAC;61000.0;984.0;44.4484701;26.1981306;Strada Toamnei, Pantelimon, Ilfov;62.0;;centrală pe gaz;parter;fără informații;fără informații;locuință utilizată;fără informații;fără informații;agenție;balcon bucătărie  separată;2022;bloc;419;1;76;1;418;1;385;1;694;1;447;1;604;1;672;1;93;8;Excellent - Everything you need within walking distance
IDCBg7;https://www.storia.ro/ro/ofărăa/apartament-cu-2-camere-n-miroslava-IDCBg7;Apartament cu 2 camere în Miroslava;65000.0;1121.0;47.1504671;27.5866319;Podu Ros, Iasi, Iasi;58.0;;centrală pe gaz;1;fără informații;gata de utilizare;locuință nouă;drept de proprietate;fără informații;agenție;balcon;2024;bloc;591;1;74;1;73;1;289;1;531;1;470;1;379;1;143;1;100;8;Excellent - Everything you need within walking distance
IDBgdN;https://www.storia.ro/ro/ofărăa/apartament-2-camere-cu-terasă-nouălac-chitilia-parc-dendrologic-IDBgdN;Apartament 2 camere cu terasă nouăLac Chitilia Parc Dendrologic;105000.0;1419.0;44.5081117;25.98238;Chitila, Ilfov;74.0;;fără informații;1;fără informații;fără informații;locuință nouă;fără informații;fără informații;agenție;terasă garaj;2024;clădire de apartamente;93;1;579;1;98;1;48;1;635;1;667;1;39;1;1371;1;100;8;Excellent - Everything you need within walking distance
